Policyid,policyeffyr,month,underwriter,premium,coverage,irpm,loss ratio,sales manager,state,reason1,reason2,action selected
8391,2013,Nov,Abbie,40840,products,1.49,35%,Dedu,TX,,has irpm,add credit
8392,2010,Apr,Aseda,21324,home,1.62,94%,Odeneho,TX,loss ratio>40%,has irpm,add debit
8393,2010,Sep,Bella,5244,building,1.89,85%,Odeneho,WI,loss ratio>40%,has irpm,add debit
8394,2015,Dec,Janice,20243,building,1.19,80%,Ayikple,TX,loss ratio>40%,has irpm,add debit
8395,2011,Nov,Francis,30923,building,1.99,47%,Ayikple,TN,loss ratio>40%,has irpm,no action
8396,2012,Aug,Priscilla,2271,contents,1.05,65%,Dedu,NJ,loss ratio>40%,has irpm,no action
8397,2015,Jul,Franca,29976,auto,1.47,93%,Odeneho,FL,loss ratio>40%,has irpm,add debit
8398,2013,Nov,Alex,35311,building,1.76,76%,Dedu,MD,loss ratio>40%,has irpm,add debit
8399,2012,Mar,Ama,3141,products,1.44,73%,Ayikple,TN,loss ratio>40%,has irpm,add debit
8400,2011,May,Adjoa,33950,building,1.44,13%,Dedu,TX,,has irpm,add credit
8401,2014,Nov,Ben,22942,home,0.9,9%,Ayikple,IL,,has irpm,add credit
8402,2013,Apr,Dan,38119,home,0.51,69%,Ayikple,TN,loss ratio>40%,has irpm,no action
8403,2014,Feb,Mina,18940,auto,1.12,55%,Ayikple,TX,loss ratio>40%,has irpm,no action
8404,2012,Jan,Abena,14217,contents,1.76,53%,Ayikple,SC,loss ratio>40%,has irpm,no action
8405,2013,Sep,David,21714,building,1.51,35%,Ayikple,NC,,has irpm,add credit
8406,2013,Nov,Ekow,5141,auto,1.18,83%,Dedu,IL,loss ratio>40%,has irpm,add debit
8407,2013,Jan,Kwasi,48083,home,0.55,45%,Odeneho,IL,loss ratio>40%,has irpm,no action
8408,2013,Apr,Kwabena,49869,auto,1.78,22%,Odeneho,PA,,has irpm,add credit
8409,2015,Jan,Emefa,6863,contents,1.87,75%,Odeneho,SC,loss ratio>40%,has irpm,add debit
8410,2011,Mar,Abbie,34850,building,1.4,99%,Dedu,WI,loss ratio>40%,has irpm,add debit
8411,2012,Aug,Aseda,5496,products,1.38,71%,Dedu,KY,loss ratio>40%,has irpm,add debit
8412,2012,Jan,Bella,42248,home,1.67,79%,Dedu,IL,loss ratio>40%,has irpm,add debit
8413,2015,Jul,Janice,6056,contents,0.76,41%,Odeneho,IL,loss ratio>40%,has irpm,no action
8414,2013,Oct,Francis,41737,home,1.41,40%,Dedu,FL,,has irpm,add credit
8415,2011,Jun,Priscilla,12708,home,0.81,40%,Dedu,KY,,has irpm,add credit
8416,2010,Jul,Franca,48345,auto,1.31,80%,Dedu,MD,loss ratio>40%,has irpm,add debit
8417,2011,Mar,Alex,32199,contents,1.3,67%,Odeneho,NY,loss ratio>40%,has irpm,no action
8418,2010,Dec,Ama,49972,auto,1.06,88%,Ayikple,NC,loss ratio>40%,has irpm,add debit
8419,2011,Jun,Adjoa,2234,products,1.26,5%,Dedu,IL,,has irpm,add credit
8420,2014,Feb,Ben,13017,building,1.4,100%,Dedu,TX,loss ratio>40%,has irpm,add debit
8421,2014,Jan,Dan,18565,products,0.9,84%,Odeneho,PA,loss ratio>40%,has irpm,no action
8422,2011,Aug,Mina,47003,auto,0.75,80%,Dedu,MN,loss ratio>40%,has irpm,no action
8423,2013,Jun,Abena,7202,home,1.85,69%,Odeneho,SC,loss ratio>40%,has irpm,no action
8424,2015,Aug,David,9622,products,1.82,57%,Ayikple,TN,loss ratio>40%,has irpm,no action
8425,2014,Sep,Ekow,38099,contents,1.79,17%,Dedu,TX,,has irpm,add credit
8426,2015,Jul,Kwasi,5158,building,1.23,80%,Odeneho,VA,loss ratio>40%,has irpm,add debit
8427,2015,Dec,Kwabena,28568,home,1.69,98%,Odeneho,FL,loss ratio>40%,has irpm,add debit
8428,2014,Nov,Emefa,40703,auto,1.14,12%,Odeneho,TX,,has irpm,add credit
8429,2011,Dec,Abbie,26600,auto,1.45,9%,Ayikple,TN,,has irpm,add credit
8430,2014,Jan,Aseda,6047,auto,1.75,25%,Ayikple,GA,,has irpm,add credit
8431,2014,Apr,Bella,40838,auto,1.25,54%,Ayikple,VA,loss ratio>40%,has irpm,no action
8432,2010,May,Janice,38765,building,0.84,64%,Odeneho,IL,loss ratio>40%,has irpm,no action
8433,2014,Aug,Francis,27063,contents,0.56,8%,Ayikple,TN,,has irpm,add credit
8434,2011,Nov,Priscilla,36671,home,1.48,1%,Dedu,WI,,has irpm,add credit
8435,2014,Jun,Franca,39718,building,0.75,8%,Ayikple,PA,,has irpm,add credit
8436,2015,Apr,Alex,38642,products,1.47,82%,Odeneho,SC,loss ratio>40%,has irpm,add debit
8437,2012,Jul,Ama,1674,contents,0.63,7%,Odeneho,KY,,has irpm,add credit
8438,2013,Sep,Adjoa,43387,contents,1.14,29%,Ayikple,SC,,has irpm,add credit
8439,2011,Aug,Ben,46873,contents,0.94,8%,Dedu,NC,,has irpm,add credit
8440,2010,Dec,Dan,46787,auto,1.19,83%,Dedu,TN,loss ratio>40%,has irpm,add debit
8441,2015,Dec,Mina,35485,auto,1.55,18%,Dedu,SC,,has irpm,add credit
8442,2012,Oct,Abena,15890,products,0.68,74%,Odeneho,GA,loss ratio>40%,has irpm,no action
8443,2013,Dec,David,30429,auto,1.74,95%,Odeneho,PA,loss ratio>40%,has irpm,add debit
8444,2014,Jun,Ekow,27112,contents,0.82,75%,Ayikple,KY,loss ratio>40%,has irpm,no action
8445,2015,Aug,Kwasi,15318,home,0.57,61%,Ayikple,PA,loss ratio>40%,has irpm,no action
8446,2013,Feb,Kwabena,12614,products,0.61,17%,Ayikple,NJ,,has irpm,add credit
8447,2013,Nov,Emefa,5885,contents,1.68,96%,Ayikple,MD,loss ratio>40%,has irpm,add debit
8448,2013,May,Abbie,23382,contents,1.88,88%,Dedu,FL,loss ratio>40%,has irpm,add debit
8449,2015,Sep,Aseda,48768,contents,1.27,31%,Ayikple,MN,,has irpm,add credit
8450,2011,Sep,Bella,16323,auto,1.88,59%,Odeneho,FL,loss ratio>40%,has irpm,no action
8451,2010,Nov,Janice,37518,contents,1.98,78%,Odeneho,PA,loss ratio>40%,has irpm,add debit
8452,2012,Aug,Francis,21112,contents,1.56,73%,Odeneho,VA,loss ratio>40%,has irpm,add debit
8453,2014,Jul,Priscilla,5619,auto,1.52,47%,Ayikple,MD,loss ratio>40%,has irpm,no action
8454,2011,Mar,Franca,44077,products,0.62,40%,Ayikple,SC,loss ratio>40%,has irpm,no action
8455,2013,Oct,Alex,7384,products,1.27,63%,Odeneho,GA,loss ratio>40%,has irpm,no action
8456,2013,Jun,Ama,24616,home,1.99,57%,Dedu,NJ,loss ratio>40%,has irpm,no action
8457,2015,Aug,Adjoa,43934,building,0.87,92%,Dedu,FL,loss ratio>40%,has irpm,no action
8458,2012,Sep,Ben,49652,building,0.75,34%,Dedu,GA,,has irpm,add credit
8459,2010,Oct,Dan,26469,home,1.28,61%,Dedu,WI,loss ratio>40%,has irpm,no action
8460,2015,Jan,Mina,44503,contents,0.58,92%,Odeneho,NJ,loss ratio>40%,has irpm,no action
8461,2013,Jan,Abena,26139,products,1.9,23%,Dedu,SC,,has irpm,add credit
8462,2014,Mar,David,29987,products,1.58,32%,Odeneho,MD,,has irpm,add credit
8463,2012,Feb,Ekow,7201,home,1.86,50%,Ayikple,WI,loss ratio>40%,has irpm,no action
8464,2015,Jan,Kwasi,49113,contents,0.92,88%,Ayikple,GA,loss ratio>40%,has irpm,no action
8465,2015,Dec,Kwabena,8937,auto,1.26,94%,Odeneho,FL,loss ratio>40%,has irpm,add debit
8466,2010,Jun,Emefa,49368,products,1.22,8%,Odeneho,WI,,has irpm,add credit
8467,2011,Sep,Abbie,12621,contents,1.71,48%,Odeneho,NY,loss ratio>40%,has irpm,no action
8468,2014,Jan,Aseda,48382,contents,0.93,24%,Odeneho,VA,,has irpm,add credit
8469,2010,Dec,Bella,10880,products,1.62,36%,Dedu,NJ,,has irpm,add credit
8470,2015,Jun,Janice,4038,contents,1.69,25%,Dedu,PA,,has irpm,add credit
8471,2015,Feb,Francis,46286,building,1.06,62%,Ayikple,WI,loss ratio>40%,has irpm,no action
8472,2010,Sep,Priscilla,18807,home,1.96,59%,Ayikple,IL,loss ratio>40%,has irpm,no action
8473,2011,May,Franca,19999,building,0.73,81%,Ayikple,FL,loss ratio>40%,has irpm,no action
8474,2012,Mar,Alex,20726,building,1.35,24%,Dedu,NY,,has irpm,add credit
8475,2015,Jul,Ama,46896,products,1.75,22%,Odeneho,MN,,has irpm,add credit
8476,2011,Apr,Adjoa,38711,auto,0.77,91%,Odeneho,NY,loss ratio>40%,has irpm,no action
8477,2012,Jul,Ben,9244,building,0.97,6%,Odeneho,TX,,has irpm,add credit
8478,2012,May,Dan,17145,contents,0.78,93%,Ayikple,IL,loss ratio>40%,has irpm,no action
8479,2012,Apr,Mina,46576,building,0.64,66%,Dedu,VA,loss ratio>40%,has irpm,no action
8480,2012,Dec,Abena,3438,home,1.66,35%,Ayikple,NY,,has irpm,add credit
8481,2010,Aug,David,44157,building,1.93,30%,Odeneho,SC,,has irpm,add credit
8482,2014,Aug,Ekow,31888,auto,1,27%,Dedu,MD,,,add credit
8483,2011,Oct,Kwasi,29841,home,1.33,17%,Ayikple,MD,,has irpm,add credit
8484,2012,Feb,Kwabena,36118,auto,1.72,29%,Dedu,GA,,has irpm,add credit
8485,2015,Jun,Emefa,40489,contents,1.2,60%,Ayikple,KY,loss ratio>40%,has irpm,no action
8486,2011,May,Abbie,48496,contents,1.07,89%,Ayikple,MD,loss ratio>40%,has irpm,add debit
8487,2010,Oct,Aseda,46572,products,0.89,13%,Ayikple,PA,,has irpm,add credit
8488,2015,Jan,Bella,44939,home,1.97,34%,Ayikple,NC,,has irpm,add credit
8489,2012,Sep,Janice,44028,building,1.14,88%,Ayikple,NC,loss ratio>40%,has irpm,add debit
8490,2011,Jul,Francis,4731,home,1.79,43%,Dedu,NY,loss ratio>40%,has irpm,no action
8491,2013,Aug,Priscilla,47345,products,0.96,16%,Ayikple,FL,,has irpm,add credit
8492,2011,Nov,Franca,39880,auto,0.52,28%,Dedu,PA,,has irpm,add credit
8493,2014,Sep,Alex,26673,auto,1.04,8%,Odeneho,KY,,has irpm,add credit
8494,2014,Apr,Ama,23626,home,1.86,99%,Dedu,PA,loss ratio>40%,has irpm,add debit
8495,2012,Oct,Adjoa,38304,building,1.49,48%,Odeneho,NJ,loss ratio>40%,has irpm,no action
8496,2011,Mar,Ben,23853,home,0.73,83%,Ayikple,TN,loss ratio>40%,has irpm,no action
8497,2010,Apr,Dan,48652,building,0.59,85%,Odeneho,IL,loss ratio>40%,has irpm,no action
8498,2015,Mar,Mina,29925,products,1.05,89%,Ayikple,KY,loss ratio>40%,has irpm,add debit
8499,2012,Aug,Abena,2270,contents,2,17%,Odeneho,GA,,has irpm,add credit
8500,2011,Apr,David,41127,home,1.35,27%,Ayikple,MD,,has irpm,add credit
8501,2014,Dec,Ekow,19738,building,1.01,26%,Dedu,KY,,has irpm,add credit
8502,2011,Apr,Kwasi,46057,building,0.57,31%,Dedu,NC,,has irpm,add credit
8503,2011,Dec,Kwabena,47600,auto,0.85,10%,Ayikple,NJ,,has irpm,add credit
8504,2011,May,Emefa,16398,products,1.69,99%,Dedu,TX,loss ratio>40%,has irpm,add debit
8505,2014,Jun,Abbie,39726,home,1.94,60%,Odeneho,MN,loss ratio>40%,has irpm,no action
8506,2014,Jul,Aseda,38653,contents,0.7,76%,Dedu,PA,loss ratio>40%,has irpm,no action
8507,2010,Mar,Bella,9321,products,0.85,13%,Odeneho,FL,,has irpm,add credit
8508,2010,Apr,Janice,20527,home,1.91,5%,Dedu,NC,,has irpm,add credit
8509,2013,May,Francis,25903,building,1.34,21%,Ayikple,IL,,has irpm,add credit
8510,2010,Feb,Priscilla,22346,contents,1.18,49%,Odeneho,IL,loss ratio>40%,has irpm,no action
8511,2010,Oct,Franca,32871,contents,1.43,97%,Dedu,VA,loss ratio>40%,has irpm,add debit
8512,2011,Jun,Alex,37341,contents,0.92,69%,Ayikple,WI,loss ratio>40%,has irpm,no action
8513,2012,Sep,Ama,27618,contents,1.73,1%,Odeneho,NJ,,has irpm,add credit
8514,2015,Mar,Adjoa,12587,auto,0.72,32%,Ayikple,GA,,has irpm,add credit
8515,2014,Apr,Ben,44130,building,0.68,17%,Dedu,NC,,has irpm,add credit
8516,2014,Nov,Dan,30189,home,1.37,29%,Ayikple,TX,,has irpm,add credit
8517,2010,Feb,Mina,42719,home,1,73%,Ayikple,NY,loss ratio>40%,,no action
8518,2010,Dec,Abena,8555,building,1.94,47%,Dedu,VA,loss ratio>40%,has irpm,no action
8519,2013,Sep,David,18547,building,1.43,99%,Odeneho,NY,loss ratio>40%,has irpm,add debit
8520,2015,Aug,Ekow,43176,home,1.49,15%,Dedu,TX,,has irpm,add credit
8521,2015,May,Kwasi,38729,building,1.59,64%,Odeneho,WI,loss ratio>40%,has irpm,no action
8522,2011,Jun,Kwabena,25841,home,1.7,21%,Dedu,KY,,has irpm,add credit
8523,2015,Mar,Emefa,25554,products,0.55,68%,Ayikple,GA,loss ratio>40%,has irpm,no action
8524,2010,Nov,Abbie,25460,home,1.4,81%,Dedu,NC,loss ratio>40%,has irpm,add debit
8525,2010,Jan,Aseda,2570,contents,0.96,95%,Dedu,NY,loss ratio>40%,has irpm,no action
8526,2013,Aug,Bella,7422,products,0.83,15%,Dedu,FL,,has irpm,add credit
8527,2013,Jan,Janice,45734,contents,0.94,99%,Dedu,NY,loss ratio>40%,has irpm,no action
8528,2011,Feb,Francis,47456,contents,0.9,47%,Ayikple,PA,loss ratio>40%,has irpm,no action
8529,2012,Jun,Priscilla,48721,products,1.77,20%,Ayikple,GA,,has irpm,add credit
8530,2010,Jul,Franca,33622,products,1.85,28%,Dedu,MN,,has irpm,add credit
8531,2013,Jun,Alex,46861,building,1.91,6%,Ayikple,NY,,has irpm,add credit
8532,2013,Sep,Ama,16502,products,0.74,56%,Ayikple,KY,loss ratio>40%,has irpm,no action
8533,2011,Dec,Adjoa,18734,building,1.3,71%,Dedu,TX,loss ratio>40%,has irpm,add debit
8534,2014,Jan,Ben,2601,home,1.73,41%,Odeneho,IL,loss ratio>40%,has irpm,no action
8535,2014,Mar,Dan,24687,home,1.29,54%,Odeneho,NY,loss ratio>40%,has irpm,no action
8536,2011,Apr,Mina,49847,contents,1.17,14%,Dedu,MN,,has irpm,add credit
8537,2014,Feb,Abena,27808,home,1.45,21%,Ayikple,SC,,has irpm,add credit
8538,2015,Nov,David,12584,products,1.09,65%,Dedu,TN,loss ratio>40%,has irpm,no action
8539,2013,Apr,Ekow,39530,home,0.55,21%,Dedu,IL,,has irpm,add credit
8540,2010,Feb,Kwasi,33040,building,0.93,73%,Odeneho,WI,loss ratio>40%,has irpm,no action
8541,2013,Apr,Kwabena,42351,contents,0.77,37%,Odeneho,NY,,has irpm,add credit
8542,2010,Jun,Emefa,8012,home,1.38,41%,Dedu,FL,loss ratio>40%,has irpm,no action
8543,2011,Feb,Abbie,20143,contents,1.34,12%,Odeneho,WI,,has irpm,add credit
8544,2014,Oct,Aseda,28592,products,1.69,60%,Ayikple,NC,loss ratio>40%,has irpm,no action
8545,2013,Dec,Bella,2070,products,1.36,8%,Dedu,IL,,has irpm,add credit
8546,2013,Apr,Janice,33300,products,2,72%,Ayikple,KY,loss ratio>40%,has irpm,add debit
8547,2012,Sep,Francis,40143,products,1.13,67%,Ayikple,TN,loss ratio>40%,has irpm,no action
8548,2010,Apr,Priscilla,46244,auto,0.55,82%,Dedu,GA,loss ratio>40%,has irpm,no action
8549,2012,Jul,Franca,15423,auto,1.32,25%,Dedu,KY,,has irpm,add credit
8550,2011,Nov,Alex,6220,auto,0.66,45%,Dedu,NC,loss ratio>40%,has irpm,no action
8551,2014,Jun,Ama,13651,products,0.52,37%,Ayikple,TX,,has irpm,add credit
8552,2010,Sep,Adjoa,22628,contents,0.97,94%,Dedu,IL,loss ratio>40%,has irpm,no action
8553,2014,Jan,Ben,2049,auto,1.37,76%,Dedu,MD,loss ratio>40%,has irpm,add debit
8554,2010,Oct,Dan,46763,home,0.85,7%,Dedu,MD,,has irpm,add credit
8555,2012,Jun,Mina,9377,products,0.92,93%,Ayikple,PA,loss ratio>40%,has irpm,no action
8556,2013,Oct,Abena,5658,auto,1.54,99%,Ayikple,VA,loss ratio>40%,has irpm,add debit
8557,2015,Apr,David,35298,home,1.25,70%,Dedu,GA,loss ratio>40%,has irpm,add debit
8558,2013,Nov,Ekow,22967,products,1.73,37%,Odeneho,GA,,has irpm,add credit
8559,2015,Jan,Kwasi,35491,contents,1.87,47%,Dedu,WI,loss ratio>40%,has irpm,no action
8560,2010,Feb,Kwabena,26231,contents,0.82,68%,Ayikple,WI,loss ratio>40%,has irpm,no action
8561,2011,Jan,Emefa,44199,auto,0.91,75%,Odeneho,MD,loss ratio>40%,has irpm,no action
8562,2013,May,Abbie,16334,products,1.09,34%,Ayikple,KY,,has irpm,add credit
8563,2010,Dec,Aseda,40642,building,0.99,60%,Odeneho,NY,loss ratio>40%,has irpm,no action
8564,2010,Jan,Bella,48542,auto,1.82,20%,Dedu,KY,,has irpm,add credit
8565,2012,May,Janice,22043,auto,1.22,14%,Dedu,FL,,has irpm,add credit
8566,2014,Dec,Francis,40735,home,1.5,11%,Odeneho,FL,,has irpm,add credit
8567,2014,Mar,Priscilla,40088,products,1.99,5%,Odeneho,NY,,has irpm,add credit
8568,2015,Nov,Franca,12745,auto,1.36,78%,Ayikple,SC,loss ratio>40%,has irpm,add debit
8569,2010,Mar,Alex,16294,home,1.28,42%,Dedu,VA,loss ratio>40%,has irpm,no action
8570,2015,May,Ama,33669,home,1.01,16%,Odeneho,TN,,has irpm,add credit
8571,2014,Aug,Adjoa,28980,auto,1.43,34%,Ayikple,WI,,has irpm,add credit
8572,2010,Jun,Ben,33758,building,1.04,79%,Dedu,NJ,loss ratio>40%,has irpm,add debit
8573,2012,Oct,Dan,24513,contents,0.72,46%,Odeneho,VA,loss ratio>40%,has irpm,no action
8574,2011,Jan,Mina,15977,building,0.66,44%,Dedu,GA,loss ratio>40%,has irpm,no action
8575,2014,Feb,Abena,21502,products,0.82,84%,Dedu,PA,loss ratio>40%,has irpm,no action
8576,2012,Apr,David,22903,building,1.42,88%,Ayikple,WI,loss ratio>40%,has irpm,add debit
8577,2013,Sep,Ekow,3493,products,0.82,18%,Ayikple,PA,,has irpm,add credit
8578,2014,Dec,Kwasi,39211,products,1.58,79%,Dedu,NY,loss ratio>40%,has irpm,add debit
8579,2015,Nov,Kwabena,6579,home,2,79%,Dedu,TX,loss ratio>40%,has irpm,add debit
8580,2012,Jan,Emefa,36283,contents,0.99,64%,Ayikple,MD,loss ratio>40%,has irpm,no action
8581,2010,Jul,Abbie,8932,auto,0.83,9%,Dedu,NC,,has irpm,add credit
8582,2011,Jun,Aseda,42273,products,0.7,45%,Dedu,MD,loss ratio>40%,has irpm,no action
8583,2012,Nov,Bella,5896,contents,1.85,64%,Ayikple,NJ,loss ratio>40%,has irpm,no action
8584,2010,Jul,Janice,22294,contents,1.98,81%,Odeneho,VA,loss ratio>40%,has irpm,add debit
8585,2010,Dec,Francis,26349,contents,1.85,47%,Ayikple,MD,loss ratio>40%,has irpm,no action
8586,2013,Jun,Priscilla,48130,products,0.61,82%,Ayikple,TN,loss ratio>40%,has irpm,no action
8587,2010,Apr,Franca,23976,auto,1.3,21%,Dedu,VA,,has irpm,add credit
8588,2012,Sep,Alex,32695,building,1.1,28%,Odeneho,KY,,has irpm,add credit
8589,2010,Jan,Ama,12205,home,1.16,52%,Dedu,NY,loss ratio>40%,has irpm,no action
8590,2015,Jul,Adjoa,39491,building,1.03,21%,Ayikple,SC,,has irpm,add credit
8591,2010,Dec,Ben,45225,building,1.07,16%,Odeneho,SC,,has irpm,add credit
8592,2013,Aug,Dan,21993,products,0.53,59%,Odeneho,MD,loss ratio>40%,has irpm,no action
8593,2013,Jun,Mina,15297,products,0.5,53%,Odeneho,VA,loss ratio>40%,has irpm,add credit
8594,2012,Feb,Abena,36396,contents,1.04,47%,Dedu,IL,loss ratio>40%,has irpm,no action
8595,2013,Nov,David,6764,auto,0.78,99%,Odeneho,TN,loss ratio>40%,has irpm,no action
8596,2012,Dec,Ekow,38767,building,1.09,14%,Ayikple,NC,,has irpm,add credit
8597,2010,Sep,Kwasi,44631,contents,1.3,41%,Ayikple,NC,loss ratio>40%,has irpm,no action
8598,2015,Mar,Kwabena,42272,products,1.04,43%,Dedu,TN,loss ratio>40%,has irpm,no action
8599,2010,Oct,Emefa,22473,auto,1.39,25%,Dedu,NJ,,has irpm,add credit
8600,2010,May,Abbie,21855,contents,0.77,35%,Dedu,SC,,has irpm,add credit
8601,2010,Oct,Aseda,11030,home,1.66,39%,Ayikple,KY,,has irpm,add credit
8602,2010,Aug,Bella,12934,products,0.64,29%,Ayikple,WI,,has irpm,add credit
8603,2012,May,Janice,20415,products,1.63,64%,Dedu,FL,loss ratio>40%,has irpm,no action
8604,2013,Dec,Francis,46685,products,1.04,91%,Ayikple,WI,loss ratio>40%,has irpm,add debit
8605,2013,Feb,Priscilla,40807,home,1.81,34%,Odeneho,FL,,has irpm,add credit
8606,2011,May,Franca,41021,home,1.02,64%,Ayikple,SC,loss ratio>40%,has irpm,no action
8607,2011,Jul,Alex,37231,home,1.03,34%,Dedu,FL,,has irpm,add credit
8608,2011,Feb,Ama,46985,home,0.67,85%,Dedu,TN,loss ratio>40%,has irpm,no action
8609,2015,Sep,Adjoa,27971,products,1.95,30%,Dedu,TX,,has irpm,add credit
8610,2011,Feb,Ben,4797,building,1.65,44%,Ayikple,SC,loss ratio>40%,has irpm,no action
8611,2013,Apr,Dan,35566,auto,1.66,44%,Odeneho,TN,loss ratio>40%,has irpm,no action
8612,2010,Feb,Mina,16883,building,1.33,65%,Odeneho,NY,loss ratio>40%,has irpm,no action
8613,2011,Feb,Abena,10516,home,1.03,31%,Odeneho,VA,,has irpm,add credit
8614,2014,Oct,David,44435,contents,1.75,96%,Odeneho,TX,loss ratio>40%,has irpm,add debit
8615,2012,Jan,Ekow,43568,auto,1.54,82%,Dedu,IL,loss ratio>40%,has irpm,add debit
8616,2014,May,Kwasi,46716,home,1.28,92%,Ayikple,NJ,loss ratio>40%,has irpm,add debit
8617,2010,Aug,Kwabena,29622,auto,1.12,44%,Odeneho,KY,loss ratio>40%,has irpm,no action
8618,2012,Jun,Emefa,36404,building,0.67,99%,Dedu,NJ,loss ratio>40%,has irpm,no action
8619,2013,May,Abbie,38644,products,1.71,88%,Odeneho,WI,loss ratio>40%,has irpm,add debit
8620,2012,May,Aseda,47557,contents,1.61,34%,Dedu,GA,,has irpm,add credit
8621,2010,Feb,Bella,8340,home,1.43,9%,Odeneho,MN,,has irpm,add credit
8622,2015,Mar,Janice,48360,building,0.85,61%,Odeneho,NY,loss ratio>40%,has irpm,no action
8623,2011,Jan,Francis,14877,products,0.94,67%,Odeneho,MN,loss ratio>40%,has irpm,no action
8624,2013,Nov,Priscilla,11666,contents,0.81,23%,Ayikple,WI,,has irpm,add credit
8625,2015,Mar,Franca,35999,products,1.89,23%,Ayikple,TN,,has irpm,add credit
8626,2012,Jan,Alex,44727,building,0.69,98%,Ayikple,MD,loss ratio>40%,has irpm,no action
8627,2012,Sep,Ama,34480,contents,1.99,33%,Odeneho,NC,,has irpm,add credit
8628,2013,Aug,Adjoa,45047,products,1.48,91%,Dedu,MD,loss ratio>40%,has irpm,add debit
8629,2015,Dec,Ben,40139,auto,0.93,62%,Dedu,MD,loss ratio>40%,has irpm,no action
8630,2014,Jul,Dan,38344,home,1.07,49%,Odeneho,FL,loss ratio>40%,has irpm,no action
8631,2011,Jan,Mina,10400,building,1.77,23%,Ayikple,SC,,has irpm,add credit
8632,2012,Apr,Abena,48473,products,2,2%,Odeneho,KY,,has irpm,add credit
8633,2010,May,David,39767,home,0.67,80%,Ayikple,NY,loss ratio>40%,has irpm,no action
8634,2012,Jul,Ekow,49044,home,1.93,100%,Dedu,NJ,loss ratio>40%,has irpm,add debit
8635,2013,Jul,Kwasi,28737,contents,1.93,20%,Ayikple,TN,,has irpm,add credit
8636,2011,Feb,Kwabena,22246,auto,1.67,77%,Dedu,NC,loss ratio>40%,has irpm,add debit
8637,2012,May,Emefa,41748,auto,1.42,14%,Odeneho,TN,,has irpm,add credit
8638,2014,Mar,Abbie,1730,contents,1.04,52%,Dedu,NY,loss ratio>40%,has irpm,no action
8639,2014,Nov,Aseda,30630,products,0.54,76%,Ayikple,IL,loss ratio>40%,has irpm,no action
8640,2013,Mar,Bella,34264,contents,1.54,94%,Ayikple,PA,loss ratio>40%,has irpm,add debit
8641,2012,Feb,Janice,46518,building,1.84,79%,Dedu,VA,loss ratio>40%,has irpm,add debit
8642,2014,Dec,Francis,22060,auto,1.23,96%,Dedu,TX,loss ratio>40%,has irpm,add debit
8643,2012,Apr,Priscilla,23722,auto,0.68,15%,Dedu,MD,,has irpm,add credit
8644,2014,Jul,Franca,16675,products,0.51,89%,Odeneho,FL,loss ratio>40%,has irpm,no action
8645,2011,Oct,Alex,34825,auto,1.19,52%,Odeneho,GA,loss ratio>40%,has irpm,no action
8646,2010,Jun,Ama,3187,building,1.81,52%,Odeneho,WI,loss ratio>40%,has irpm,no action
8647,2011,Dec,Adjoa,29802,building,1.95,22%,Ayikple,TX,,has irpm,add credit
8648,2014,Oct,Ben,24042,products,0.51,58%,Dedu,WI,loss ratio>40%,has irpm,no action
8649,2015,Nov,Dan,37830,auto,0.77,11%,Odeneho,VA,,has irpm,add credit
8650,2010,Mar,Mina,48568,contents,1.74,84%,Dedu,NC,loss ratio>40%,has irpm,add debit
8651,2010,Oct,Abena,2010,building,1.55,61%,Odeneho,NC,loss ratio>40%,has irpm,no action
8652,2010,Dec,David,16530,home,1.89,53%,Odeneho,NY,loss ratio>40%,has irpm,no action
8653,2015,Apr,Ekow,2588,building,0.88,51%,Odeneho,NJ,loss ratio>40%,has irpm,no action
8654,2012,May,Kwasi,44964,building,1.56,99%,Odeneho,SC,loss ratio>40%,has irpm,add debit
8655,2014,Aug,Kwabena,24090,home,1.42,48%,Ayikple,KY,loss ratio>40%,has irpm,no action
8656,2014,May,Emefa,18273,auto,0.8,47%,Ayikple,TX,loss ratio>40%,has irpm,no action
8657,2012,Sep,Abbie,24276,auto,1.69,58%,Odeneho,KY,loss ratio>40%,has irpm,no action
8658,2013,May,Aseda,48623,auto,1.62,66%,Dedu,TX,loss ratio>40%,has irpm,no action
8659,2011,Jul,Bella,8866,products,1.47,52%,Dedu,IL,loss ratio>40%,has irpm,no action
8660,2015,Feb,Janice,39241,building,1.63,86%,Dedu,TN,loss ratio>40%,has irpm,add debit
8661,2014,Jun,Francis,7272,contents,1.87,42%,Dedu,FL,loss ratio>40%,has irpm,no action
8662,2012,Apr,Priscilla,8723,home,0.95,2%,Ayikple,NJ,,has irpm,add credit
8663,2013,May,Franca,25179,products,0.52,28%,Odeneho,VA,,has irpm,add credit
8664,2010,Oct,Alex,21787,contents,1.72,79%,Dedu,GA,loss ratio>40%,has irpm,add debit
8665,2011,Jan,Ama,31708,contents,1.81,41%,Dedu,NJ,loss ratio>40%,has irpm,no action
8666,2015,Nov,Adjoa,32571,building,2,16%,Ayikple,MD,,has irpm,add credit
8667,2010,Jul,Ben,46990,building,0.87,73%,Ayikple,TX,loss ratio>40%,has irpm,no action
8668,2013,Apr,Dan,15275,auto,1.73,45%,Odeneho,WI,loss ratio>40%,has irpm,no action
8669,2010,Jan,Mina,21202,home,1.86,60%,Dedu,WI,loss ratio>40%,has irpm,no action
